team,season,xgf60,xga60,ev_xgf60,ev_xga60,pp_xgf60,pp_xga60,pk_xgf60,pk_xga60,hdf,hda,hdf_percent,xgoals_percentage,corsi_percentage,fenwick_percentage,penalties_drawn_per60,penalties_taken_per60,penalty_diff,gsa_per60,save_percent,hd_save_percent,nhl_tricode,wins,losses,ot,points
PIT,2018,3.1178560674495635,2.819753086419753,2.5851459732986157,2.3885333890123928,7.931939437635184,1.069358327325162,1.2523920111472364,5.830562006502554,89.53,76.46,0.5393698415567203,0.53,0.49,0.5,,,,-0.0468533574224629,0.9126925898752752,0.6666666666666667,PIT,47.0,29.0,6.0,100.0
VAN,2018,2.4246867909966134,2.783252050911849,2.105714285714286,2.4918796992481203,4.799140708915145,1.084138918725385,0.7245301887578649,5.6807366973623905,64.47,72.2,0.4717202019462939,0.47,0.48,0.49,,,,-0.1868275903365956,0.9044315992292872,0.6697247706422018,VAN,31.0,40.0,11.0,73.0
TBL,2018,3.2390770281215904,2.769759082115579,2.7332940085952644,2.4338754529367153,7.58603688867368,0.8937799885548268,0.8544082172593572,5.8842113454205895,94.23,67.65,0.5820978502594515,0.54,0.5,0.5,,,,0.106876769732306,0.916097190584662,0.6859903381642511,TBL,54.0,23.0,5.0,113.0
NYR,2018,2.6132775410529683,2.958572232901676,2.2059220436209066,2.4287724655923077,6.489950808151792,0.6105411103302881,0.8891305192031378,6.59718069201196,74.36,78.24,0.4872870249017038,0.47,0.46,0.46,,,,-0.24370920939096,0.9036796536796536,0.6454545454545455,NYR,34.0,39.0,9.0,77.0
BOS,2018,2.888071381750565,2.6555857290008427,2.415677574413015,2.1756332039193937,6.9154458523717555,1.7551462621885157,0.9348755569557586,6.111526171294837,70.61,70.99,0.4986581920903954,0.52,0.53,0.53,,,,0.103179805492756,0.9122516556291392,0.6467661691542288,BOS,50.0,20.0,12.0,112.0
NYI,2018,2.750540151844543,2.660476939028061,2.3621666714610363,2.298108415762243,6.2471670443940805,0.6351153179576057,0.6562063072860028,7.333851172906633,73.78,70.8,0.5103057131000139,0.51,0.48,0.48,,,,0.3607344727248404,0.9246250986582478,0.6787564766839378,NYI,35.0,37.0,10.0,80.0
ARI,2018,2.836668105655225,2.7052315600309216,2.3417525045858616,2.40151395678915,6.312062716007755,0.925566888645368,1.234763596611096,4.984968570647718,84.79,69.42,0.5498346410738604,0.51,0.49,0.5,,,,0.0548154246187518,0.91283676703645,0.6941747572815534,ARI,29.0,41.0,12.0,70.0
WPG,2018,2.754724832214765,2.941731543624161,2.2803228392393216,2.52826941883061,7.026869758685606,0.8579496833818244,0.8137059497052712,6.825664730079301,76.83,84.62,0.4758748838649737,0.48,0.49,0.49,,,,0.0061610738255032,0.9111842105263158,0.6759999999999999,WPG,52.0,20.0,10.0,114.0
CAR,2018,3.4710547104798724,2.729694932347256,2.932554046425132,2.367233420781722,7.064507518462497,0.989767772933535,1.0648317769536662,5.8437067155176265,98.19,72.63,0.5748155953635405,0.56,0.55,0.55,,,,0.055184469283133,0.905595899188381,0.6714975845410628,CAR,36.0,35.0,11.0,83.0
MIN,2018,2.811054527887925,2.5551418047140757,2.536109008327025,2.1270249810749435,5.21473354231975,0.4874608150470219,0.432064487236901,6.074697716077027,80.03,68.77,0.5378360215053763,0.52,0.5,0.51,,,,-0.2588112155552425,0.9033996683250416,0.5852272727272727,MIN,45.0,26.0,11.0,101.0
TOR,2018,3.2487007966654335,2.965652626979058,2.7563480438287113,2.7008174922055925,7.922404478931343,1.097927512032217,0.9406508013598834,5.304711024769306,85.76,74.46,0.5352640119835227,0.52,0.52,0.51,,,,-0.0475579011059196,0.908321060382916,0.6359447004608295,TOR,49.0,26.0,7.0,105.0
EDM,2018,2.675680572237618,2.926786061773212,2.2900830915974235,2.541275382270515,6.969221721231131,0.8345422466183101,1.1958564622579655,6.273525940819091,71.35,78.43,0.4763653358258779,0.48,0.48,0.48,,,,-0.346402378060646,0.8956086286594761,0.6651583710407241,EDM,36.0,40.0,6.0,78.0
NJD,2018,2.6084182649867587,2.804630446994623,2.355213813107692,2.4568554927184256,4.6251366120218576,1.1001821493624773,1.1111111111111112,5.44011544011544,65.73,70.74,0.4816443174324027,0.48,0.48,0.48,,,,-0.4575475483508546,0.8954878519089857,0.5918367346938775,NJD,44.0,29.0,9.0,97.0
WSH,2018,2.814839120099106,3.0592828205042353,2.3673339715158788,2.622712888918615,6.1710376282782216,0.9061193462561764,0.5320687611144043,5.746058091286307,71.31,85.17,0.455713190184049,0.48,0.49,0.49,,,,0.0700304684099508,0.9040618955512572,0.6666666666666667,WSH,49.0,26.0,7.0,105.0
LAK,2018,2.546612948561791,2.949565659675282,2.264631127248721,2.462782637398911,4.968215631339967,1.2555308665829388,0.8488210818307905,7.596116504854369,63.68,86.13,0.4250717575595754,0.46,0.48,0.48,,,,-0.1704568269732704,0.8995345228859581,0.6470588235294117,LAK,45.0,29.0,8.0,98.0
ANA,2018,2.386484312148029,3.050804505229284,2.078818266031379,2.5382190079383213,6.14570685169124,0.9939288811795316,0.4702566836773554,6.606900754055907,59.37,81.47,0.4215421755183186,0.44,0.47,0.46,,,,0.0580450522928399,0.909024211298606,0.6624472573839663,ANA,44.0,25.0,13.0,101.0
MTL,2018,2.869708165385275,2.7254482070038963,2.631305243570147,2.3081677410779555,4.85923949299533,0.7717144763175451,0.8213992480878095,6.138714835141092,72.81,73.93,0.4961837263186588,0.51,0.53,0.53,,,,-0.1307053314193699,0.9074509803921568,0.6651583710407241,MTL,29.0,40.0,13.0,71.0
SJS,2018,3.04030524505589,2.7040385855546,2.672909498379586,2.266814406278378,6.9773497897734975,0.992811609928116,1.1299198250728864,6.24161807580175,88.88,75.19,0.5417199975620162,0.53,0.54,0.54,,,,-0.4155873817712812,0.8888888888888888,0.6682242990654206,SJS,45.0,27.0,10.0,100.0
COL,2018,2.8279914064411473,2.807600138086827,2.416956714202637,2.3807101752436832,6.341485405161727,0.557195987828243,0.9035091039860697,6.186925086118787,75.99,80.4,0.4859006330328026,0.5,0.49,0.5,,,,-0.1364646420635266,0.9067634696217044,0.6088888888888888,COL,43.0,30.0,9.0,95.0
CGY,2018,3.1455992997929676,2.7840904882934137,2.6498199804838656,2.330781654833608,6.198517362465861,0.7907920405774483,1.4820061086273295,7.016422469124873,92.0,79.1,0.5376972530683811,0.53,0.54,0.53,,,,0.0815606537509887,0.9030856149500216,0.7300884955752213,CGY,37.0,35.0,10.0,84.0
CHI,2018,2.6792833019256324,3.2637008424850804,2.2925604524180967,2.750195007800312,4.656025538707103,0.6831604150039904,1.0836408953650003,7.393951013756411,65.0,92.06,0.4138545778683306,0.45,0.49,0.48,,,,-0.2428044008716052,0.8980021030494216,0.6479400749063671,CHI,33.0,39.0,10.0,76.0
PHI,2018,2.8632806073283663,2.9557497758781044,2.452187066683474,2.587268372620698,6.493332775989633,1.119592024411654,1.075047163300051,7.015138268991856,84.14,87.46,0.4903263403263403,0.49,0.49,0.5,,,,-0.4287426677724466,0.894973743435859,0.6705426356589148,PHI,42.0,26.0,14.0,98.0
BUF,2018,2.7097820537207045,2.9017589876560512,2.3398279538269247,2.4934931255054775,5.7478208336929315,0.7006127556744628,0.6304846640131117,6.313275579489581,67.37,71.4,0.4854795705123585,0.48,0.5,0.5,,,,-0.317879203499955,0.900887573964497,0.6157635467980296,BUF,25.0,45.0,12.0,62.0
NSH,2018,2.8015460804444983,2.816523734750574,2.5270365796533665,2.4027083422049995,4.791565019640272,1.0910895182964648,0.936986301369863,6.4664383561643834,75.01,80.98,0.4808641579588435,0.5,0.52,0.52,,,,0.2558279985505496,0.913821138211382,0.6902654867256637,NSH,53.0,18.0,11.0,117.0
DET,2018,2.6068928253379537,3.2162604771545498,2.20859076319179,2.7095128084558295,6.317469701448418,0.916937629323086,1.068628299437473,7.8511466897446995,67.77,90.98,0.4268976377952755,0.45,0.47,0.46,,,,-0.0497099916949891,0.9015206372194062,0.7,DET,30.0,39.0,13.0,73.0
DAL,2018,2.794704388828437,2.682626042800145,2.3260759618587095,2.26242490779232,6.772560309738906,0.9006254343293955,0.663878019160707,5.4033193900958025,76.89,68.91,0.5273662551440329,0.51,0.48,0.49,,,,0.2645387498488695,0.9226903749516816,0.6954314720812182,DAL,42.0,32.0,8.0,92.0
OTT,2018,2.788589687844438,3.1335686044512756,2.338639486944572,2.766376546037563,6.7138370589322,1.180491409569555,1.129060579455663,6.2756804214223,81.22,86.14,0.4853011472275334,0.47,0.45,0.45,,,,-0.5188638225152437,0.8973046741726374,0.6016260162601625,OTT,28.0,43.0,11.0,67.0
CBJ,2019,2.534562860763058,2.3826552161058707,2.271767697574974,2.139478058274495,4.707026554474921,1.0995519615342586,0.9534812265716216,4.40680882443311,52.5,45.61,0.5351136479461829,0.52,0.49,0.51,2.646768970857384,2.815711671124877,-0.1689427002674928,-0.1937209629733914,0.9125656951743908,0.6444444444444444,CBJ,47.0,31.0,4.0,98.0
WSH,2019,3.1060381688178147,2.766592160583768,2.475192180369047,2.4431696999408676,6.5247170358904905,1.1109606268743348,0.7617468696828236,4.595611011735962,80.99,68.81,0.5406542056074766,0.53,0.52,0.52,4.073352098808565,3.787502828716735,0.2858492700918296,-0.2634101023896206,0.8980769230769231,0.6682926829268292,WSH,48.0,26.0,8.0,104.0
WPG,2019,2.8789899749276313,3.1497715585558006,2.124851623033713,2.7503621799964484,7.351531569076891,1.029589497812044,1.5433470943156558,8.080279453794857,71.97,76.66,0.4842225661037476,0.48,0.5,0.49,2.8459269994923524,3.2504950533417554,-0.404568053849403,0.3456964267030416,0.9130246646473388,0.6517857142857143,WPG,47.0,30.0,5.0,99.0
NJD,2019,2.802578067400766,2.994648845339739,2.3498194945848376,2.673104693140794,6.199028452463567,1.157529493407356,1.8360428231562251,5.904242664551943,60.2,66.34,0.4757388967915283,0.48,0.47,0.48,3.5959759316954836,3.681594406259662,-0.0856184745641783,-0.2017742050562463,0.900753212228622,0.6580310880829016,NJD,31.0,41.0,10.0,72.0
LAK,2019,2.8009276364922764,2.7666836995401125,2.4496818557936484,2.298342226153451,5.438231469440832,1.0006501950585176,0.957155284906481,5.801652892561983,69.86,68.07,0.50648879866599,0.5,0.53,0.53,2.9574309185959673,3.0140324672772296,-0.0566015486812623,-0.1907472190558545,0.8994225216554379,0.6521739130434783,LAK,31.0,42.0,9.0,71.0
OTT,2019,2.9738370075643665,3.053366952740059,2.479969470018604,2.54900539044984,5.565139263252471,0.9991015274034142,1.5281462544016209,6.98779605421832,75.62,72.43,0.510773387369132,0.49,0.48,0.48,3.5254111823081726,3.3866154664692685,0.1387957158389041,-0.2499710842258667,0.9001677852348994,0.6476190476190475,OTT,29.0,47.0,6.0,64.0
PIT,2019,2.8218547704486117,2.5159928946960575,2.2546370105377767,2.1338997550258583,6.337278106508876,0.9383799224648032,1.231701161029783,5.223624432104997,70.0,62.88,0.526791089704997,0.53,0.51,0.52,3.2331517268511343,3.4191294810505357,-0.1859777541994014,-0.2879793993872271,0.9044834307992202,0.7005347593582888,PIT,44.0,26.0,12.0,100.0
FLA,2019,2.8668049842102956,2.9406362872491667,2.394605780369714,2.536827826569106,6.85679025042423,1.1144135342212167,1.3292244478685156,7.383667180277349,67.0,67.55,0.4979561501300631,0.49,0.5,0.5,3.0679415243336665,3.3976735573227987,-0.3297320329891322,-0.2706669905580355,0.8993258426966292,0.6950000000000001,FLA,36.0,32.0,14.0,86.0
BOS,2019,2.9213395242584386,2.718415915945283,2.2459877415394214,2.0742718493904877,7.919331998632746,1.4748767029640122,1.1185008981018496,6.468080974804602,70.07,66.65,0.5125073142188414,0.52,0.51,0.51,3.689520151148281,3.872587944907546,-0.1830677937592657,0.3666988730377908,0.9206273764258556,0.7055555555555555,BOS,49.0,24.0,9.0,107.0
SJS,2019,2.7946221531072224,2.9091395838664593,2.3880579488910745,2.484580721865872,6.4815173435097115,1.1933701657458564,0.7571454251303253,5.421355383785727,68.22,68.92,0.4974478634971562,0.49,0.5,0.5,3.614102084604634,3.14639475600874,0.4677073285958939,-0.2797740201964529,0.8948598130841121,0.6439024390243903,SJS,46.0,27.0,9.0,101.0
DAL,2019,2.819954237772905,2.6090189722566497,2.366546602851926,2.105787733754379,6.660573857598299,0.5719447396386822,0.6204763073901302,6.058040756199363,70.18,57.42,0.55,0.52,0.49,0.49,3.417866336161693,3.2033558966536373,0.2145104395080559,0.1206978739631995,0.9199632014719412,0.6604938271604939,DAL,43.0,32.0,7.0,93.0
CGY,2019,2.876997622180488,2.775934436214699,2.4443199931073107,2.376771636582949,6.603314917127072,0.9487292817679558,0.997427652733119,5.932475884244373,68.19,64.15,0.5152637146743236,0.51,0.5,0.49,3.3594021482369385,3.2469535407645727,0.1124486074723658,-0.2320658136710955,0.905726872246696,0.6276595744680851,CGY,50.0,25.0,7.0,107.0
ARI,2019,2.768656570438212,2.7764028371679963,2.4396518814541346,2.4627889108489858,5.166119125839166,1.1192686759034425,1.3142795513373595,5.016393442622951,66.99,55.86,0.5452991452991452,0.5,0.49,0.48,2.9717495999718317,3.267516147836327,-0.2957665478644951,0.1990086343488245,0.9189907038512616,0.6335403726708074,ARI,39.0,35.0,8.0,86.0
PHI,2019,2.8987294617451473,2.697852845831319,2.494526176798084,2.4262388774474544,5.965271466156422,1.2881128916527147,1.39095539435098,4.808149405772496,66.86,64.2,0.5101480238058904,0.52,0.52,0.52,3.309898784943765,3.424033225803895,-0.1141344408601297,0.0014266805107515,0.9040609137055836,0.7120418848167539,PHI,37.0,37.0,8.0,82.0
ANA,2019,2.4969769641946424,2.764390078680687,2.1282964596466836,2.372156571346389,5.130201782687155,0.9272160551211244,1.378283526534085,6.343932787408274,55.76,59.74,0.4827705627705627,0.47,0.49,0.49,3.700055672133956,3.307625525089445,0.3924301470445108,-0.3470203728865027,0.9014647137150468,0.627906976744186,ANA,35.0,37.0,10.0,80.0
EDM,2019,2.8446182740527037,2.820361298816969,2.277354073850336,2.3869402703314964,8.741708197284757,0.9960474308300395,0.5027345616736579,5.891360909042638,79.28,68.51,0.5364368360511536,0.5,0.47,0.48,3.0809146707456385,3.053033090014909,0.0278815807307295,-0.1629678393711154,0.9051838723969872,0.6321243523316062,EDM,35.0,38.0,9.0,79.0
VAN,2019,2.827545324702709,2.9310969035579446,2.4407366009336484,2.592406394934225,6.09172290318138,0.8312904558600743,0.4751103974307507,5.887394620634284,71.44,68.39,0.510906100264607,0.49,0.49,0.49,3.4660417818764846,3.7095240558099567,-0.2434822739334721,-0.0909477905575027,0.9069664902998236,0.6464646464646464,VAN,35.0,36.0,11.0,81.0
DET,2019,2.359743306866386,3.270833009618223,2.0279126744542153,2.520015750098438,4.77482599745123,1.3939809822566416,1.0039097461020303,8.372132460313722,52.63,94.15,0.3585638370350184,0.42,0.46,0.46,3.4401852168373295,3.2723713038208744,0.1678139130164551,-0.43505756949516,0.8862660944206009,0.578512396694215,DET,32.0,40.0,10.0,74.0
TBL,2019,2.9938135583234153,2.751729257744836,2.609495460634023,2.2222949843726747,6.45606138107417,1.3589769820971866,1.0504292348829574,6.91222967584557,70.54,63.34,0.5268897520167315,0.52,0.51,0.51,3.832058729952983,3.7472161012455367,0.0848426287074461,0.0367651391065599,0.9102803738317756,0.655367231638418,TBL,62.0,16.0,4.0,128.0
CHI,2019,2.8319770674895635,3.1226748329795817,2.3840544575606426,2.694093870164035,5.902718734552645,1.0588235294117647,1.1456846710766186,6.028438981196937,68.37,80.77,0.4584283223816549,0.48,0.49,0.48,3.2143108890263865,3.3411915820142704,-0.1268806929878838,0.1057339108232364,0.9129727531516876,0.6888888888888889,CHI,36.0,34.0,12.0,84.0
NYI,2019,2.5879988261731235,2.687420354640435,2.227844186967908,2.263154334528377,5.806160215795747,0.8965560504359826,1.0319590143937545,6.382776286899244,58.8,62.18,0.4860307488841131,0.49,0.47,0.47,2.966726831994018,2.937783155584321,0.0289436764096975,-0.0622289042808503,0.9104196133899104,0.6529411764705882,NYI,48.0,27.0,7.0,103.0
COL,2019,2.687213516892184,2.6661267876939045,2.331050399388553,2.256597779009996,5.485729793296847,0.8890497082636031,0.5931893079458074,6.4648218862792275,55.41,64.62,0.4616345913521619,0.5,0.51,0.51,3.438976641061727,3.8918459929710902,-0.4528693519093631,-0.0086328220207724,0.9138166894664844,0.6736842105263158,COL,38.0,30.0,14.0,90.0
NYR,2019,2.7395857575052363,3.149394729472277,2.2392011768376943,2.5744216110194804,6.835311143270622,1.015918958031838,0.9177464788732396,7.144225352112676,64.57,77.93,0.4531228070175438,0.47,0.47,0.47,3.9475708318377425,3.848171566287871,0.099399265549871,0.0254178121906098,0.9076406381192276,0.6818181818181819,NYR,32.0,36.0,14.0,78.0
MIN,2019,2.692820150940688,2.600389910177134,2.383269059626224,2.10898843073272,5.246814120404277,0.7224256628094332,0.5867538838920687,6.687816843826655,59.2,64.08,0.4802076573653472,0.51,0.49,0.5,3.3584901147005706,3.5881304644236867,-0.2296403497231161,-0.5141073329426257,0.89730241362991,0.5574712643678161,MIN,37.0,36.0,9.0,83.0
TOR,2019,3.0403579026404706,2.8574802903266177,2.5680193190965483,2.466934987452057,6.689949191146411,1.3834024411610115,1.3067602040816326,5.112244897959184,70.97,64.35,0.5244605379840378,0.52,0.52,0.51,3.012764359904893,3.0409210361656864,-0.0281566762607932,-0.2679107746214491,0.900626678603402,0.6373626373626373,TOR,46.0,28.0,10.0,100.0
STL,2019,2.6942360475754805,2.6936754199840376,2.2441339661742097,2.2068320074871317,6.716299559471366,1.359911894273128,0.4887137989778535,5.881814310051107,70.52,67.22,0.5119790910410918,0.5,0.5,0.5,3.083451752934535,3.153530201864865,-0.0700784489303303,0.0447100504175507,0.9090909090909092,0.6789473684210526,STL,45.0,28.0,9.0,99.0
VGK,2019,3.099575395338235,2.789409223850496,2.8441689723742223,2.258147492513371,5.785678794236184,0.7810964500634903,1.148432760364004,6.837815975733064,67.05,76.75,0.4662726008344923,0.53,0.54,0.54,3.338111262648312,3.046026527166585,0.2920847354817271,-0.1175293340390758,0.8994708994708995,0.6712328767123288,VGK,43.0,32.0,7.0,93.0
CAR,2019,3.269662513168889,2.789842699894649,2.677308349111846,2.386268308663822,7.78866474543708,0.5936599423631124,1.2474782608695651,5.672347826086956,83.19,65.18,0.5606928624384984,0.54,0.54,0.53,3.850764703745414,3.284048388854579,0.5667163148908347,-0.0146764994369163,0.90320962888666,0.6521739130434783,CAR,46.0,29.0,7.0,99.0
BUF,2019,2.510857616263323,2.833192601207641,2.0792377712927355,2.2863962275090346,5.158711401120074,1.1430920207573343,1.0457132797371047,7.199577489583945,53.06,68.7,0.4357752956636005,0.47,0.49,0.49,2.910765211018529,3.111507639364634,-0.2007424283461052,-0.2496375483932639,0.8997668997668997,0.6105263157894737,BUF,33.0,39.0,10.0,76.0
NSH,2019,2.7719256434699715,2.818970448045758,2.4076695226924834,2.3874520406337596,5.899612384083214,0.7824934988469652,0.8984695408622587,6.5377613283985205,68.1,67.43,0.5024717774662436,0.5,0.51,0.52,3.531935176358437,3.574833174451859,-0.0428979980934225,-0.2410867492850335,0.9007881316643488,0.6302083333333333,NSH,47.0,29.0,6.0,100.0
MTL,2019,3.105430865133258,2.798187133598354,2.7341171374356703,2.3332375943460635,5.987562731835043,1.0879336679031202,1.2405163853028798,6.619066534260178,80.34,68.95,0.5381472302230558,0.53,0.53,0.52,3.187984346238921,2.8538724496898635,0.3341118965490572,-0.2645052514346703,0.9004524886877828,0.6733668341708543,MTL,44.0,30.0,8.0,96.0
TBL,2020,2.9437937037146313,2.6424925500840883,2.3714105926844313,2.1812132804176767,6.736298210001845,0.8946300055360767,1.3743437571330746,5.922620406299932,63.02,46.75,0.574109501685342,0.53,0.52,0.52,3.8946095063877495,3.7883928834862655,0.106216622901484,0.0755908299648896,0.9082278481012658,0.6885245901639344,TBL,43.0,21.0,6.0,92.0
CBJ,2020,2.2295932043140714,2.9010327064316312,2.0230278352808333,2.3703957160698703,3.9486728774828617,1.0377922306204956,0.971384136858476,7.113219284603422,34.64,59.76,0.3669491525423728,0.43,0.46,0.47,2.47381682253922,2.368548021580104,0.105268800959116,-0.3272105229812515,0.8986225895316804,0.5786163522012578,CBJ,33.0,22.0,15.0,81.0
ANA,2020,2.2611721916955454,2.7857909622520354,2.0004310809354457,2.3746093329022524,5.2407483048770525,0.864635242218773,0.8314290951304454,5.885990102034582,37.74,54.36,0.409771986970684,0.45,0.48,0.48,3.582159785501762,2.752792741567857,0.8293670439339054,-0.3375700329884172,0.8966725043782837,0.6233766233766234,ANA,29.0,33.0,9.0,67.0
CHI,2020,2.4224282646886586,2.8359750146398595,1.950043784662858,2.3988991284767107,5.8306620209059234,1.070383275261324,1.023287671232877,6.3,44.61,53.61,0.4541844838118509,0.46,0.47,0.46,2.793285184462229,3.179777474136248,-0.386492289674019,-0.3965059535428458,0.902075572112826,0.5584415584415585,CHI,32.0,30.0,8.0,72.0
NYR,2020,2.625379752435823,2.614407487882333,2.0909630046282426,2.249435990242173,6.685027905848095,0.6617325891773841,1.0736253494874184,6.3075489282385835,53.9,49.98,0.5188679245283019,0.5,0.48,0.49,3.5925317812232698,3.875686995506878,-0.2831552142836075,-0.1286586504901143,0.9069069069069068,0.6275862068965516,NYR,37.0,28.0,5.0,79.0
WSH,2020,2.5987002675919664,2.598170964801364,2.260316008616229,2.1320834185730275,5.4345287739783155,0.6655546288573811,0.9577841219704792,5.298426775192857,49.14,53.47,0.4789006919403566,0.5,0.5,0.5,3.422824712559179,3.122886464551416,0.2999382480077632,-0.2424206780956863,0.9001240694789082,0.6174496644295302,WSH,41.0,20.0,8.0,90.0
VGK,2020,3.1549998036983236,2.5495465431274784,2.711710299419972,2.3641998384120972,6.076833527357392,0.8999448563200785,1.0416933932007697,4.451571520205261,62.82,49.2,0.5607927155865023,0.55,0.54,0.55,2.9327470456597697,3.4804287228612933,-0.5476816772015236,0.3941541360763221,0.9201570680628272,0.7290322580645161,VGK,39.0,24.0,8.0,86.0
PHI,2020,2.6367259439707675,2.7633617539585873,2.2624113475177303,2.2095422308188266,5.507362116296481,1.0826054404791614,0.9426832361146336,6.934313974131372,48.21,59.37,0.4481316229782487,0.49,0.52,0.52,3.3149817295980513,3.1571254567600486,0.1578562728380026,-0.6919366626065772,0.8795843520782396,0.5625,PHI,41.0,21.0,7.0,89.0
PIT,2020,2.7831458195455547,2.5805426869622767,2.1756594759624184,2.2411375997259935,6.7260823653643085,1.277296726504752,0.8549406291229775,4.56718283452538,60.35,51.09,0.5415470208183776,0.52,0.5,0.5,3.0178689609530114,2.9649238914626075,0.0529450694904038,-0.1549525700419148,0.9076281287246722,0.6346153846153846,PIT,40.0,23.0,6.0,86.0
BUF,2020,2.485092383162471,2.9239491231677586,2.139024304703118,2.4837091852839057,5.4476028850233345,0.9571489181162496,0.5358809153521439,5.9720062208398135,45.95,55.08,0.4548154013659309,0.46,0.46,0.46,2.643715301236671,2.819962987985783,-0.1762476867491114,-0.5305055371148253,0.8962413975648491,0.63125,BUF,30.0,31.0,8.0,68.0
COL,2020,3.193879212111346,2.134580379737469,2.685539661410975,1.7775361367854663,6.966165413533835,0.6090225563909775,0.6912067848518758,5.050474115083338,64.63,39.26,0.6221002983925306,0.6,0.58,0.58,3.5694730143696445,4.066713036271883,-0.4972400219022388,-0.2095511520873721,0.9072382290934644,0.7155172413793103,COL,42.0,20.0,8.0,92.0
NJD,2020,2.548859807225139,2.9039652064885195,2.3161398857468956,2.4139386409706165,4.415765884524124,0.8043764829949908,0.6788103031165504,7.851145581329159,41.18,57.16,0.4187512711002644,0.47,0.5,0.49,2.627145208055795,2.9974139957683565,-0.3702687877125616,-0.4284538829245359,0.8913168487636572,0.5921052631578947,NJD,28.0,29.0,12.0,68.0
FLA,2020,3.1134031705373686,2.552385235443929,2.449534690868884,2.1074357320556527,6.790383987816817,0.9143913847492656,1.075410667850574,5.979831293207332,66.1,47.47,0.5820198996213789,0.55,0.53,0.53,3.71313627053688,4.100287919597597,-0.3871516490607174,-0.1048829012909944,0.9100119189511324,0.6287878787878788,FLA,35.0,26.0,8.0,78.0
VAN,2020,2.6266117214315923,3.250115562024843,2.2898672326143825,2.824021519174769,5.900690209743349,1.2013670173557596,0.574501300954033,5.772072853425845,48.91,60.58,0.4467074618686638,0.45,0.47,0.47,3.5760299772809976,3.2750769593910127,0.3009530178899848,-0.060367634764991,0.9,0.6257309941520468,VAN,36.0,27.0,6.0,78.0
CAR,2020,3.17310927648037,2.5130323260202765,2.5788556508945315,2.1961517356986513,7.361719718892104,1.4336502687060768,1.3933143669985777,4.07325746799431,67.19,41.35,0.6190344573429151,0.56,0.54,0.54,3.3881609425212247,3.1423876099031047,0.2457733326181199,0.1606304281039856,0.9152435167615434,0.688,CAR,38.0,25.0,5.0,81.0
LAK,2020,2.3503689102768917,2.905843086557509,2.0114505688505298,2.475970969007454,5.082148879788003,0.8802698145025294,0.6903669724770642,6.006880733944954,47.54,62.48,0.4321032539538266,0.45,0.48,0.48,3.025998220579344,3.2029571808471418,-0.1769589602677976,-0.084763341968275,0.9032073310423826,0.7135135135135136,LAK,29.0,35.0,6.0,64.0
BOS,2020,2.707573817598937,2.3358322011865553,2.239952754292188,2.0577193098751967,5.720612178443504,1.289482253337675,1.2411590774689534,4.45156712004731,47.47,37.57,0.5582079021636878,0.54,0.54,0.54,3.782510531408521,3.3250906531916766,0.4574198782168444,-0.0216394788541043,0.9116094986807388,0.6296296296296297,BOS,44.0,14.0,12.0,100.0
MIN,2020,2.726805058131274,2.5470757984782493,2.332806650785162,2.13722106081968,4.7714420358152685,0.7994816211121584,0.7628635346756152,5.83668903803132,57.4,46.17,0.5542145408902192,0.52,0.47,0.48,3.4217346783794773,3.4217346783794773,0.0,-0.2573356131832814,0.9067448680351906,0.6850393700787402,MIN,35.0,27.0,7.0,77.0
WPG,2020,2.738011672844862,3.061696506033599,2.2432343214515074,2.6045026498532526,6.783372588961742,1.1779234833534915,0.651708953659048,6.197525686726777,53.07,57.2,0.4812732384148,0.47,0.49,0.49,2.9813076741067905,3.158766464232195,-0.1774587901254043,0.3643228961274548,0.911266783420899,0.7100591715976332,WPG,37.0,28.0,6.0,80.0
SJS,2020,2.7633960216467783,2.7628680514477626,2.3445066530938705,2.398822075183596,5.815022860875245,0.926453298497714,1.0306082036775106,4.784384724186705,56.49,51.89,0.5212216276065695,0.5,0.48,0.48,3.590197353304947,3.273415233895687,0.3167821194092601,-0.6865372487864017,0.8905639307649358,0.6129032258064516,SJS,29.0,36.0,5.0,63.0
CGY,2020,2.828016800998978,2.6172837068808086,2.414065999701359,2.1074361654472153,5.783037944570001,1.3660045200428217,0.8875964091541282,6.015172588190669,52.75,48.73,0.5198068584942847,0.52,0.52,0.52,3.5714461987986597,3.5714461987986597,0.0,-0.225658540919119,0.8985415345592898,0.6296296296296297,CGY,36.0,27.0,7.0,79.0
STL,2020,2.3685551163812035,2.756082564778217,1.879758017024466,2.2455163552652713,6.50761421319797,0.7106598984771574,0.729343220338983,6.506885593220339,45.13,57.52,0.4396492937165124,0.46,0.48,0.48,3.355292050944225,3.0566534914361,0.2986385595081247,-0.1776021080368909,0.8998800959232613,0.6835443037974683,STL,42.0,19.0,10.0,94.0
OTT,2020,2.6451001105515295,2.8784080579781355,2.23176528437961,2.4717259465661368,5.649462365591398,0.8688172043010752,1.2547896150402864,5.988182632050134,43.77,52.02,0.4569370497964297,0.48,0.48,0.48,3.679154894976047,3.608401916226508,0.0707529787495393,-0.4646701879376,0.8949416342412452,0.6346153846153846,OTT,25.0,34.0,12.0,62.0
